reason_excluded,participantId,langAbv,lang,standardized_entered_name,entered_name,colorSpace,r,g,b,trialNum,tileNum,rgbSet,background,locale,studyVersion,originalLangAbv
participant id,5860,en,English (English),turqoise,Turqoise,rgb,0,255,200,3,9,line,white,en,1.1.2,es
participant id,5860,en,English (English),yellow green,Yellow - Green,rgb,205,255,0,3,10,line,white,en,1.1.2,es
participant id,5860,en,English (English),purple,Purple,rgb,171,0,255,3,11,line,white,en,1.1.2,es
participant id,5860,en,English (English),blue,Blue,rgb,0,67,255,6,0,line,white,en,1.1.2,es
participant id,5860,en,English (English),turqoise,Turqoise,rgb,0,255,144,6,1,line,white,en,1.1.2,es
participant id,5860,en,English (English),red,Red,rgb,255,0,51,6,2,line,white,en,1.1.2,es
participant id,5860,en,English (English),yellow green,Yellow - Green,rgb,181,255,0,6,3,line,white,en,1.1.2,es
participant id,5860,en,English (English),yellow,Yellow,rgb,255,233,0,6,4,line,white,en,1.1.2,es
participant id,5860,en,English (English),orange red,Orange - Red,rgb,255,116,0,6,5,line,white,en,1.1.2,es
participant id,5860,en,English (English),pink,Pink,rgb,255,0,189,6,6,line,white,en,1.1.2,es
participant id,5860,en,English (English),sky blue,Sky - Blue,rgb,0,174,255,6,7,line,white,en,1.1.2,es
participant id,5860,en,English (English),turqoise,Turqoise,rgb,0,255,114,6,8,line,white,en,1.1.2,es
participant id,5860,en,English (English),baby blue,Baby - Blue,rgb,0,189,255,6,9,line,white,en,1.1.2,es
participant id,5860,en,English (English),magenta,Magenta,rgb,255,0,252,6,10,line,white,en,1.1.2,es
participant id,5860,en,English (English),blue,Blue,rgb,0,155,255,6,11,line,white,en,1.1.2,es
excluded name,6002,sv,Swedish (svenska),magenta,magenta,rgb,255,0,255,1,11,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),red,red,rgb,255,0,44,1,0,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),green,green,rgb,193,255,0,1,1,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,37,255,1,2,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,255,238,1,3,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,255,206,1,4,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),green,green,rgb,0,255,165,1,5,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),red,red,rgb,255,0,110,1,7,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),pink,pink,rgb,255,0,134,1,8,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),purple,purple,rgb,233,0,255,1,9,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,147,255,1,10,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,193,255,1,11,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),orange,orange,rgb,255,174,0,3,0,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,89,0,255,3,1,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),red,red,rgb,255,67,0,3,2,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),red,red,rgb,255,86,0,3,3,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),pink,pink,rgb,255,0,145,3,4,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),purple,purple,rgb,216,0,255,3,5,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),yellow,yellow,rgb,255,218,0,3,6,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),green,green,rgb,155,255,0,3,7,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,168,255,3,8,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),green,green,rgb,0,255,84,3,9,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),green,green,rgb,0,255,152,3,10,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,229,255,3,11,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),yellow,yellow,rgb,253,255,0,6,0,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),red,red,rgb,255,121,0,6,1,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,119,255,6,2,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),red,red,rgb,255,0,49,6,3,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,135,0,255,6,4,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,108,255,6,5,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),pink,pink,rgb,255,0,185,6,6,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),green,green,rgb,89,255,0,6,7,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,79,255,6,8,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),pink,pink,rgb,255,0,218,6,9,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),green,green,rgb,0,255,25,6,10,line,white,en,1.1.2,
ignoring characters left nothing,6043,ar,Arabic (العربية),blue,blue,rgb,0,247,255,6,11,line,white,en,1.1.2,
ignoring characters left nothing,6294,en,English (English),???,???,rgb,225,234,114,6,3,full,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",blue,blue,rgb,0,177,255,1,0,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",blue,blue,rgb,0,68,255,1,1,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",green,green,rgb,0,255,187,1,2,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",green,green,rgb,0,255,121,1,3,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",blue,blue,rgb,0,194,255,1,5,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",pink,pink,rgb,255,0,186,1,6,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",purple,purple,rgb,163,0,255,1,7,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",blue,blue,rgb,0,121,255,1,9,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",purple,purple,rgb,213,0,255,1,10,line,white,en,1.1.2,
excluded name,6407,fr,"French (français, langue française)",yellow,yellow,rgb,208,255,0,1,11,line,white,en,1.1.2,
excluded name,6520,pt,Portuguese (português),pink,pink,rgb,255,0,161,3,6,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),orange,orange,rgb,255,67,0,1,0,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),azure,azure,rgb,0,126,255,1,1,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),blue magenta violet,blue-magenta violet,rgb,109,0,255,1,2,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),battery charged blue,battery charged blue,rgb,0,172,255,1,3,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),deep pink,deep pink,rgb,255,0,133,1,4,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),debian red,debian red,rgb,255,0,83,1,5,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),blue,blue,rgb,0,106,255,1,6,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),electric green,electric green,rgb,64,255,0,1,7,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),electric lime,electric lime,rgb,247,255,0,1,8,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),aqua,aqua,rgb,0,255,180,1,9,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),blue violet,blue-violet,rgb,178,0,255,1,10,line,white,en,1.1.2,
ignoring characters left nothing,6575,ar,Arabic (العربية),byzantine,byzantine,rgb,253,0,255,1,11,line,white,en,1.1.2,
excluded name,6565,sv,Swedish (svenska),magenta,magenta,rgb,255,0,156,6,5,line,white,en,1.1.2,
excluded name,6619,pt,Portuguese (português),pink,pink,rgb,255,0,205,1,9,line,white,en,1.1.2,
excluded name,6619,pt,Portuguese (português),pink,pink,rgb,255,0,245,3,6,line,white,en,1.1.2,
excluded name,6702,de,German (Deutsch),cyan,cyan,rgb,0,232,255,6,1,line,white,en,1.1.2,
excluded name,6702,de,German (Deutsch),red,red,rgb,255,0,37,6,5,line,white,en,1.1.2,
participant id,6742,en,English (English),teal,teal,rgb,0,255,218,1,0,line,white,en,1.1.2,es
participant id,6742,en,English (English),fushia,fushia,rgb,255,0,192,1,1,line,white,en,1.1.2,es
participant id,6742,en,English (English),orange,orange,rgb,255,192,0,1,2,line,white,en,1.1.2,es
participant id,6742,en,English (English),yellow,yellow,rgb,249,255,0,1,3,line,white,en,1.1.2,es
participant id,6742,en,English (English),blue,blue,rgb,0,40,255,1,4,line,white,en,1.1.2,es
participant id,6742,en,English (English),pastel green,pastel green,rgb,0,255,134,1,5,line,white,en,1.1.2,es
participant id,6742,en,English (English),yellow green,yellow green,rgb,122,255,0,1,6,line,white,en,1.1.2,es
participant id,6742,en,English (English),jade green,jade green,rgb,176,255,0,1,7,line,white,en,1.1.2,es
participant id,6742,en,English (English),aqua green,aqua green,rgb,0,255,170,1,8,line,white,en,1.1.2,es
participant id,6742,en,English (English),teal,teal,rgb,0,255,229,1,9,line,white,en,1.1.2,es
participant id,6742,en,English (English),sky blue,sky blue,rgb,0,148,255,1,10,line,white,en,1.1.2,es
participant id,6742,en,English (English),green,green,rgb,15,255,0,1,11,line,white,en,1.1.2,es
participant id,6742,en,English (English),fushia,fushia,rgb,255,0,210,3,0,line,white,en,1.1.2,es
participant id,6742,en,English (English),blue,blue,rgb,0,99,255,3,1,line,white,en,1.1.2,es
participant id,6742,en,English (English),sky blue,sky blue,rgb,0,227,255,3,2,line,white,en,1.1.2,es
participant id,6742,en,English (English),infra red,infra red,rgb,255,0,69,3,3,line,white,en,1.1.2,es
participant id,6742,en,English (English),blue,blue,rgb,0,88,255,3,4,line,white,en,1.1.2,es
participant id,6742,en,English (English),pink,pink,rgb,255,0,150,3,5,line,white,en,1.1.2,es
participant id,6742,en,English (English),orange,orange,rgb,255,86,0,3,6,line,white,en,1.1.2,es
participant id,6742,en,English (English),teal,teal,rgb,0,231,255,3,7,line,white,en,1.1.2,es
participant id,6742,en,English (English),blue ish purple,blue-ish purple,rgb,132,0,255,3,8,line,white,en,1.1.2,es
participant id,6742,en,English (English),pink ish purple,pink-ish purple,rgb,225,0,255,3,9,line,white,en,1.1.2,es
participant id,6742,en,English (English),mango orange,mango orange,rgb,255,160,0,3,10,line,white,en,1.1.2,es
participant id,6742,en,English (English),purple,purple,rgb,182,0,255,3,11,line,white,en,1.1.2,es
participant id,6742,en,English (English),red,red,rgb,255,55,0,6,0,line,white,en,1.1.2,es
participant id,6742,en,English (English),sky blue,sky blue,rgb,0,168,255,6,1,line,white,en,1.1.2,es
participant id,6742,en,English (English),golden yellow,golden yellow,rgb,255,218,0,6,2,line,white,en,1.1.2,es
participant id,6742,en,English (English),pink,pink,rgb,255,0,129,6,3,line,white,en,1.1.2,es
participant id,6742,en,English (English),light blue,light blue,rgb,0,128,255,6,4,line,white,en,1.1.2,es
participant id,6742,en,English (English),neon yellow ish green,neon yellow-ish green,rgb,212,255,0,6,5,line,white,en,1.1.2,es
participant id,6742,en,English (English),pastel green,pastel green,rgb,0,255,89,6,6,line,white,en,1.1.2,es
participant id,6742,en,English (English),teal,teal,rgb,0,193,255,6,7,line,white,en,1.1.2,es
participant id,6742,en,English (English),rose pink,rose pink,rgb,255,0,82,6,8,line,white,en,1.1.2,es
participant id,6742,en,English (English),blue,blue,rgb,70,0,255,6,9,line,white,en,1.1.2,es
participant id,6742,en,English (English),mango orange,mango orange,rgb,255,122,0,6,10,line,white,en,1.1.2,es
participant id,6742,en,English (English),infra red,infra red,rgb,255,0,32,6,11,line,white,en,1.1.2,es
excluded name,6746,sv,Swedish (svenska),magenta,Magenta,rgb,255,0,138,1,0,line,white,en,1.1.2,
excluded name,6746,sv,Swedish (svenska),magenta,Magenta,rgb,255,0,102,3,9,line,white,en,1.1.2,
excluded name,6757,sv,Swedish (svenska),cyan,CYAN,rgb,0,255,254,1,5,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,99,255,1,0,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,59,255,1,1,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,143,0,1,2,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,71,0,1,3,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,0,75,1,4,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,123,0,255,1,5,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,255,200,1,6,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,255,165,1,7,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,51,255,0,1,8,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,232,255,1,9,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,167,255,1,10,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,255,154,1,11,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,0,42,3,0,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),red,Red,rgb,242,255,0,3,1,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,0,185,3,2,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,5,255,0,3,3,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,255,113,3,4,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,0,213,3,5,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,228,0,255,3,6,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,0,82,3,7,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),poo,Poo,rgb,255,226,0,3,8,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,214,0,255,3,9,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,0,160,3,10,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,177,255,0,3,11,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),blue,Blue,rgb,255,209,0,6,0,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,211,255,6,1,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,126,255,6,2,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,157,0,6,3,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,203,255,6,4,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,82,0,6,5,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),brown,Brown,rgb,228,255,0,6,6,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,255,241,6,7,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,157,255,6,8,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,255,0,127,6,9,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,90,255,6,10,line,white,en,1.1.2,
participant id,6759,ur,Urdu (اردو),yellow,Yellow,rgb,0,29,255,6,11,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaa,AAA,rgb,0,255,13,1,0,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaa,AAA,rgb,0,255,95,1,1,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,222,255,0,1,2,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,255,0,159,1,3,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,255,0,37,1,4,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaa,AAA,rgb,255,0,84,1,5,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaa,AAA,rgb,255,252,0,1,6,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaa,AAA,rgb,0,255,211,1,7,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,0,170,255,1,8,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,171,255,0,1,9,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,255,211,0,1,10,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,255,0,246,1,11,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaa,AAA,rgb,255,0,134,3,0,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaa,AAA,rgb,255,0,183,3,1,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,255,69,0,3,2,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,135,0,255,3,3,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaaaa,AAAAAA,rgb,70,255,0,3,4,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaaa,AAAAA,rgb,0,53,255,3,5,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,aAAA,rgb,0,186,255,3,6,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,255,119,0,3,7,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaaa,AAAAA,rgb,255,223,0,3,8,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaa,AAAA,rgb,0,209,255,3,9,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaaa,AAAAA,rgb,0,91,255,3,10,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),aaaaa,AAAAA,rgb,255,155,0,3,11,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),111,111,rgb,0,157,255,6,0,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),11,11,rgb,0,126,255,6,1,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,0,255,244,6,2,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,0,255,128,6,3,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,0,102,255,6,4,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,0,254,255,6,5,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,0,255,158,6,6,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,0,27,255,6,7,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,255,0,243,6,8,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,255,0,65,6,9,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,180,0,255,6,10,line,white,en,1.1.2,
participant id,6850,aa,Afar (Afaraf),1,1,rgb,255,150,0,6,11,line,white,en,1.1.2,
participant id,6870,fr,"French (français, langue française)",faqrg,faqrg,rgb,255,188,0,1,0,line,white,en,1.1.2,
participant id,6870,fr,"French (français, langue française)",bs,bs,rgb,255,73,0,1,1,line,white,en,1.1.2,
